id,name,name_reverse,class,label,subject_class,object_class,new_class
180,ao. Univ.-Prof.,hatte ao. Univ.-Prof.,person institution relation,hat Position inne >> ao. Univ.-Prof.,person,institution,PositionAn
181,tit. o. Univ.-Prof.,hatte tit. o. Univ.-Prof.,person institution relation,hat Position inne >> tit. o. Univ.-Prof.,person,institution,PositionAn
182,tit. ao. Univ.-Prof.,hatte tit. ao. Univ.-Prof.,person institution relation,hat Position inne >> tit. ao. Univ.-Prof.,person,institution,PositionAn
183,Honorar-Prof.,hatte Honorar-Prof.,person institution relation,hat Position inne >> Honorar-Prof.,person,institution,PositionAn
184,ägyptische Altertumskunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> ägyptische Altertumskunde,person,institution,PositionAn
185,Ägyptologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Ägyptologie,person,institution,PositionAn
186,Ägyptologie und Afrikanistik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Ägyptologie und Afrikanistik,person,institution,PositionAn
187,allgemeine Chemie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> allgemeine Chemie,person,institution,PositionAn
188,allgemeine Geschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> allgemeine Geschichte,person,institution,PositionAn
189,allgemeine Mechanik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> allgemeine Mechanik,person,institution,PositionAn
190,allgemeine neuere Geschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> allgemeine neuere Geschichte,person,institution,PositionAn
191,"allgemeine Staatslehre und österreichisches Staatsrecht, Verwaltungslehre und österreichisches Verwaltungsrecht",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> allgemeine Staatslehre und österreichisches Staatsrecht, Verwaltungslehre und österreichisches Verwaltungsrecht",person,institution,PositionAn
192,allgemeine und experimentelle Pathologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> allgemeine und experimentelle Pathologie,person,institution,PositionAn
193,allgemeine und indogermanische Sprachwissenschaft,,person institution relation,hat Position inne >> o. Univ.-Prof. >> allgemeine und indogermanische Sprachwissenschaft,person,institution,PositionAn
194,allgemeine und österreichische Geschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> allgemeine und österreichische Geschichte,person,institution,PositionAn
195,allgemeine und pharmazeutische Chemie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> allgemeine und pharmazeutische Chemie,person,institution,PositionAn
196,allgemeine und spezielle Tierzucht- und Fütterungslehre,,person institution relation,hat Position inne >> o. Univ.-Prof. >> allgemeine und spezielle Tierzucht- und Fütterungslehre,person,institution,PositionAn
197,allgemeine und technische Chemie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> allgemeine und technische Chemie,person,institution,PositionAn
198,allgemeine und vergleichende indogermanische Sprachwissenschaft,,person institution relation,hat Position inne >> o. Univ.-Prof. >> allgemeine und vergleichende indogermanische Sprachwissenschaft,person,institution,PositionAn
199,allgemeine Weltgeschichte und österreichische Staatengeschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> allgemeine Weltgeschichte und österreichische Staatengeschichte,person,institution,PositionAn
200,allgemeine Zoologie und Parasitenkunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> allgemeine Zoologie und Parasitenkunde,person,institution,PositionAn
201,alte Geschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> alte Geschichte,person,institution,PositionAn
202,alte Geschichte und Epigraphik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> alte Geschichte und Epigraphik,person,institution,PositionAn
203,"alte Geschichte, Altertumskunde und Epigraphik",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> alte Geschichte, Altertumskunde und Epigraphik",person,institution,PositionAn
204,ältere deutsche Sprache und Literatur,,person institution relation,hat Position inne >> o. Univ.-Prof. >> ältere deutsche Sprache und Literatur,person,institution,PositionAn
205,altindische Philologie und Altertumskunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> altindische Philologie und Altertumskunde,person,institution,PositionAn
206,altsemitische Philologie und orientalische Archäologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> altsemitische Philologie und orientalische Archäologie,person,institution,PositionAn
207,analytische Chemie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> analytische Chemie,person,institution,PositionAn
208,Anatomie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Anatomie,person,institution,PositionAn
209,Anatomie und Embryologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Anatomie und Embryologie,person,institution,PositionAn
210,Anatomie und Physiologie der Pflanzen,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Anatomie und Physiologie der Pflanzen,person,institution,PositionAn
211,angewandte medizinische Chemie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> angewandte medizinische Chemie,person,institution,PositionAn
212,anorganische und physikalische Chemie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> anorganische und physikalische Chemie,person,institution,PositionAn
213,anorganische und analytische Chemie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> anorganische und analytische Chemie,person,institution,PositionAn
214,Anthropologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Anthropologie,person,institution,PositionAn
215,antike Numismatik und Geschichte Mittelasiens vor Mohammed,,person institution relation,hat Position inne >> o. Univ.-Prof. >> antike Numismatik und Geschichte Mittelasiens vor Mohammed,person,institution,PositionAn
216,Astronomie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Astronomie,person,institution,PositionAn
217,Astronomie und höhere Geodäsie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Astronomie und höhere Geodäsie,person,institution,PositionAn
218,Augenheilkunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Augenheilkunde,person,institution,PositionAn
219,Bau der Wasserkraftmaschinen und Pumpen,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Bau der Wasserkraftmaschinen und Pumpen,person,institution,PositionAn
220,Baustatik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Baustatik,person,institution,PositionAn
221,Baustatik und Baukonstruktion,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Baustatik und Baukonstruktion,person,institution,PositionAn
222,Betriebswirtschaftslehre,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Betriebswirtschaftslehre,person,institution,PositionAn
223,Bibelstudium n.B.,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Bibelstudium n.B.,person,institution,PositionAn
224,Biochemie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Biochemie,person,institution,PositionAn
225,Botanik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Botanik,person,institution,PositionAn
226,Brückenbau,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Brückenbau,person,institution,PositionAn
227,bürgerliches Recht und internationales Privatrecht,,person institution relation,hat Position inne >> o. Univ.-Prof. >> bürgerliches Recht und internationales Privatrecht,person,institution,PositionAn
228,Byzantinistik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Byzantinistik,person,institution,PositionAn
229,Chemie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Chemie,person,institution,PositionAn
230,Chemie mit besonderer Berücksichtigung der physikalischen Chemie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Chemie mit besonderer Berücksichtigung der physikalischen Chemie,person,institution,PositionAn
231,chemische Technologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> chemische Technologie,person,institution,PositionAn
232,darstellende Geometrie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> darstellende Geometrie,person,institution,PositionAn
233,deskriptive Anatomie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> deskriptive Anatomie,person,institution,PositionAn
234,deskriptive und topographische Anatomie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> deskriptive und topographische Anatomie,person,institution,PositionAn
235,"deskriptive, topographische und vergleichende Anatomie",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> deskriptive, topographische und vergleichende Anatomie",person,institution,PositionAn
236,deutsche Geschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> deutsche Geschichte,person,institution,PositionAn
237,deutsche Rechtsgeschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> deutsche Rechtsgeschichte,person,institution,PositionAn
238,"deutsche Rechtsgeschichte, bürgerliches Recht und Handelsrecht",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> deutsche Rechtsgeschichte, bürgerliches Recht und Handelsrecht",person,institution,PositionAn
239,deutsche Reichs- und Rechtsgeschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> deutsche Reichs- und Rechtsgeschichte,person,institution,PositionAn
240,deutsche Reichs- und Rechtsgeschichte und deutsches Privatrecht,,person institution relation,hat Position inne >> o. Univ.-Prof. >> deutsche Reichs- und Rechtsgeschichte und deutsches Privatrecht,person,institution,PositionAn
241,deutsche Reichs- und Rechtsgeschichte und Kirchenrecht,,person institution relation,hat Position inne >> o. Univ.-Prof. >> deutsche Reichs- und Rechtsgeschichte und Kirchenrecht,person,institution,PositionAn
242,deutsche Sprache und ältere deutsche Literatur,,person institution relation,hat Position inne >> o. Univ.-Prof. >> deutsche Sprache und ältere deutsche Literatur,person,institution,PositionAn
243,deutsche Sprache und Literatur,,person institution relation,hat Position inne >> o. Univ.-Prof. >> deutsche Sprache und Literatur,person,institution,PositionAn
244,deutsche und österreichische Reichs- und Rechtsgeschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> deutsche und österreichische Reichs- und Rechtsgeschichte,person,institution,PositionAn
245,deutsches Recht und österreichische Reichsgeschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> deutsches Recht und österreichische Reichsgeschichte,person,institution,PositionAn
246,deutsches Recht und österreichische Verfassungs- und Verwaltungsgeschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> deutsches Recht und österreichische Verfassungs- und Verwaltungsgeschichte,person,institution,PositionAn
247,Eisenbetonbau und Statik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Eisenbetonbau und Statik,person,institution,PositionAn
248,Elementar- und höhere Mathematik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Elementar- und höhere Mathematik,person,institution,PositionAn
249,englische Philologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> englische Philologie,person,institution,PositionAn
250,englische Sprache und Literatur,,person institution relation,hat Position inne >> o. Univ.-Prof. >> englische Sprache und Literatur,person,institution,PositionAn
251,englische und amerikanische Sprache und Literatur,,person institution relation,hat Position inne >> o. Univ.-Prof. >> englische und amerikanische Sprache und Literatur,person,institution,PositionAn
252,Experimentalphysik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Experimentalphysik,person,institution,PositionAn
253,Geburtshilfe und Frauenheilkunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Geburtshilfe und Frauenheilkunde,person,institution,PositionAn
254,Geldgeschichte und Museumskunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Geldgeschichte und Museumskunde,person,institution,PositionAn
255,Geodäsie und Hydrometrie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Geodäsie und Hydrometrie,person,institution,PositionAn
256,Geographie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Geographie,person,institution,PositionAn
257,Geographie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Geographie,person,institution,PositionAn
258,Geographie mit besonderer Berücksichtigung der Kartographie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Geographie mit besonderer Berücksichtigung der Kartographie,person,institution,PositionAn
259,Geologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Geologie,person,institution,PositionAn
260,Geologie und Lagerstättenkunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Geologie und Lagerstättenkunde,person,institution,PositionAn
261,Geologie und Paläontologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Geologie und Paläontologie,person,institution,PositionAn
262,Geometrie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Geometrie,person,institution,PositionAn
263,gerichtlichen Medizin,,person institution relation,hat Position inne >> o. Univ.-Prof. >> gerichtlichen Medizin,person,institution,PositionAn
264,germanische Philologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> germanische Philologie,person,institution,PositionAn
265,germanische Sprachgeschichte und Altertumskunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> germanische Sprachgeschichte und Altertumskunde,person,institution,PositionAn
266,Geschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Geschichte,person,institution,PositionAn
267,Geschichte der Neuzeit,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Geschichte der Neuzeit,person,institution,PositionAn
268,Geschichte des Altertums,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Geschichte des Altertums,person,institution,PositionAn
269,Geschichte des Mittelalters und historische Hilfswissenschaften,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Geschichte des Mittelalters und historische Hilfswissenschaften,person,institution,PositionAn
270,Geschichte des Orients,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Geschichte des Orients,person,institution,PositionAn
271,Geschichte und historische Hilfswissenschaften,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Geschichte und historische Hilfswissenschaften,person,institution,PositionAn
272,Geschichte und ihre Hilfswissenschaften,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Geschichte und ihre Hilfswissenschaften,person,institution,PositionAn
273,griechische Altertumskunde und Epigraphik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> griechische Altertumskunde und Epigraphik,person,institution,PositionAn
274,"griechische Geschichte, Altertumskunde und Epigraphik",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> griechische Geschichte, Altertumskunde und Epigraphik",person,institution,PositionAn
275,Grundbau und Bodenmechanik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Grundbau und Bodenmechanik,person,institution,PositionAn
276,Grundlagen der Elektrotechnik und theoretische Elektrotechnik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Grundlagen der Elektrotechnik und theoretische Elektrotechnik,person,institution,PositionAn
277,Handels- und Wechselrecht und bürgerliches Recht,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Handels- und Wechselrecht und bürgerliches Recht,person,institution,PositionAn
278,Histologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Histologie,person,institution,PositionAn
279,Histologie und Embryologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Histologie und Embryologie,person,institution,PositionAn
280,historische und politische Geographie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> historische und politische Geographie,person,institution,PositionAn
281,höhere Geodäsie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> höhere Geodäsie,person,institution,PositionAn
282,höhere Geodäsie und angewandte Geophysik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> höhere Geodäsie und angewandte Geophysik,person,institution,PositionAn
283,höhere Geodäsie und sphärische Astronomie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> höhere Geodäsie und sphärische Astronomie,person,institution,PositionAn
284,höhere Ingenieur-Wissenschaften,,person institution relation,hat Position inne >> o. Univ.-Prof. >> höhere Ingenieur-Wissenschaften,person,institution,PositionAn
285,höhere Mathematik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> höhere Mathematik,person,institution,PositionAn
286,höhere Mathematik und Physik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> höhere Mathematik und Physik,person,institution,PositionAn
287,höhere Mechanik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> höhere Mechanik,person,institution,PositionAn
288,indische und iranische Philologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> indische und iranische Philologie,person,institution,PositionAn
289,indogermanische Sprachwissenschaft,,person institution relation,hat Position inne >> o. Univ.-Prof. >> indogermanische Sprachwissenschaft,person,institution,PositionAn
290,Indologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Indologie,person,institution,PositionAn
291,Kirchenrecht,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Kirchenrecht,person,institution,PositionAn
292,Kirchenrecht und deutsches Recht,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Kirchenrecht und deutsches Recht,person,institution,PositionAn
293,klassische Archäologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> klassische Archäologie,person,institution,PositionAn
294,klassische Archäologie mit besonderer Berücksichtigung der Feldarchäologie und der römischen Altertumskunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> klassische Archäologie mit besonderer Berücksichtigung der Feldarchäologie und der römischen Altertumskunde,person,institution,PositionAn
295,klassische Archäologie mit besonderer Berücksichtigung der römischen Provinzialarchäologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> klassische Archäologie mit besonderer Berücksichtigung der römischen Provinzialarchäologie,person,institution,PositionAn
296,klassische Philologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> klassische Philologie,person,institution,PositionAn
297,kosmische Physik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> kosmische Physik,person,institution,PositionAn
298,Kunstgeschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Kunstgeschichte,person,institution,PositionAn
299,Kunstgeschichte mit besonderer Berücksichtigung der byzantinischen und österreichischen Kunst,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Kunstgeschichte mit besonderer Berücksichtigung der byzantinischen und österreichischen Kunst,person,institution,PositionAn
300,Mathematik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Mathematik,person,institution,PositionAn
301,mathematische Physik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> mathematische Physik,person,institution,PositionAn
302,Mechanik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Mechanik,person,institution,PositionAn
303,Mechanik und Maschinenlehre,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Mechanik und Maschinenlehre,person,institution,PositionAn
304,mechanische Technologie und Materialprüfungswesen,,person institution relation,hat Position inne >> o. Univ.-Prof. >> mechanische Technologie und Materialprüfungswesen,person,institution,PositionAn
305,medizinische Klinik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> medizinische Klinik,person,institution,PositionAn
306,Meteorologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Meteorologie,person,institution,PositionAn
307,Meteorologie und Geophysik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Meteorologie und Geophysik,person,institution,PositionAn
308,Meteorologie und Geophysik und Ozeanographie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Meteorologie und Geophysik und Ozeanographie,person,institution,PositionAn
309,Mineralogie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Mineralogie,person,institution,PositionAn
310,Mineralogie mit Gesteinskunde und Kristallchemie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Mineralogie mit Gesteinskunde und Kristallchemie,person,institution,PositionAn
311,Mineralogie und Geologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Mineralogie und Geologie,person,institution,PositionAn
312,Mineralogie und Petrographie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Mineralogie und Petrographie,person,institution,PositionAn
313,Mineralogie und Technische Geologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Mineralogie und Technische Geologie,person,institution,PositionAn
314,"Mineralogie, Geognosie und Botanik",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> Mineralogie, Geognosie und Botanik",person,institution,PositionAn
315,mittelalterliche und Landesgeschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> mittelalterliche und Landesgeschichte,person,institution,PositionAn
316,mittlere und neuere Geschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> mittlere und neuere Geschichte,person,institution,PositionAn
317,mittlere und neuere Kunstgeschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> mittlere und neuere Kunstgeschichte,person,institution,PositionAn
318,Münz- und Altertumskunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Münz- und Altertumskunde,person,institution,PositionAn
319,Musikwissenschaft,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Musikwissenschaft,person,institution,PositionAn
320,Nachrichtentechnik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Nachrichtentechnik,person,institution,PositionAn
321,Nationalökonomie und Finanzwissenschaft,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Nationalökonomie und Finanzwissenschaft,person,institution,PositionAn
322,neuere Kunstgeschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> neuere Kunstgeschichte,person,institution,PositionAn
323,Neurologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Neurologie,person,institution,PositionAn
324,Organische Chemie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Organische Chemie,person,institution,PositionAn
325,Organische Chemie und Biochemie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Organische Chemie und Biochemie,person,institution,PositionAn
326,orientalische Sprache,,person institution relation,hat Position inne >> o. Univ.-Prof. >> orientalische Sprache,person,institution,PositionAn
327,Orientkunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Orientkunde,person,institution,PositionAn
328,österreichische Geschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> österreichische Geschichte,person,institution,PositionAn
329,österreichische Geschichte mit besonderer Berücksichtigung der Neuzeit und der Hilfswissenschaften,,person institution relation,hat Position inne >> o. Univ.-Prof. >> österreichische Geschichte mit besonderer Berücksichtigung der Neuzeit und der Hilfswissenschaften,person,institution,PositionAn
330,österreichische Geschichte und allgemeine Wirtschaftsgeschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> österreichische Geschichte und allgemeine Wirtschaftsgeschichte,person,institution,PositionAn
331,österreichische und europäische Volkskunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> österreichische und europäische Volkskunde,person,institution,PositionAn
332,österreichischen Literaturgeschichte und der allgemeinen Literaturwissenschaft,,person institution relation,hat Position inne >> o. Univ.-Prof. >> österreichischen Literaturgeschichte und der allgemeinen Literaturwissenschaft,person,institution,PositionAn
333,österreichisches Privatrecht,,person institution relation,hat Position inne >> o. Univ.-Prof. >> österreichisches Privatrecht,person,institution,PositionAn
334,osteuropäische Geschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> osteuropäische Geschichte,person,institution,PositionAn
335,Pädagogik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Pädagogik,person,institution,PositionAn
336,Pädagogik und Kulturphilosophie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Pädagogik und Kulturphilosophie,person,institution,PositionAn
337,Paläontologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Paläontologie,person,institution,PositionAn
338,Paläoontologie und Paläobiologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Paläoontologie und Paläobiologie,person,institution,PositionAn
339,pathologische Anatomie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> pathologische Anatomie,person,institution,PositionAn
340,Pflanzenzüchtung,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Pflanzenzüchtung,person,institution,PositionAn
341,Pharmakologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Pharmakologie,person,institution,PositionAn
342,Pharmakologie und Toxikologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Pharmakologie und Toxikologie,person,institution,PositionAn
343,Philosophie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Philosophie,person,institution,PositionAn
344,"Philosophie, insbesondere für Geschichte und Theorie der induktiven Wissenschaft",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> Philosophie, insbesondere für Geschichte und Theorie der induktiven Wissenschaft",person,institution,PositionAn
345,Physik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Physik,person,institution,PositionAn
346,Physik der Erde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Physik der Erde,person,institution,PositionAn
347,physikalische Chemie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> physikalische Chemie,person,institution,PositionAn
348,physikalische Geographie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> physikalische Geographie,person,institution,PositionAn
349,Physiologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Physiologie,person,institution,PositionAn
350,Physiologie und Balneologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Physiologie und Balneologie,person,institution,PositionAn
351,Physiologie und höhere Anatomie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Physiologie und höhere Anatomie,person,institution,PositionAn
352,politische Ökonomie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> politische Ökonomie,person,institution,PositionAn
353,"politische Ökonomie (Volkswirtschaftslehre, Volkswirtschaftspolitik, Finanzwissenschaft)",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> politische Ökonomie (Volkswirtschaftslehre, Volkswirtschaftspolitik, Finanzwissenschaft)",person,institution,PositionAn
354,"politische Wissenschaften und österreichische politische Gesetzeskunde, Staatswissenschaft",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> politische Wissenschaften und österreichische politische Gesetzeskunde, Staatswissenschaft",person,institution,PositionAn
355,"Prähistorie, Kunstgeschichte und Völkerkunde Asiens",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> Prähistorie, Kunstgeschichte und Völkerkunde Asiens",person,institution,PositionAn
356,praktische Astronomie und Astrophysik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> praktische Astronomie und Astrophysik,person,institution,PositionAn
357,praktische Chirurgie und Klinik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> praktische Chirurgie und Klinik,person,institution,PositionAn
358,praktische Geometrie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> praktische Geometrie,person,institution,PositionAn
359,Privatrecht und Rechtvergleichung,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Privatrecht und Rechtvergleichung,person,institution,PositionAn
360,Psychologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Psychologie,person,institution,PositionAn
361,Rechte und germanische Rechtsgeschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Rechte und germanische Rechtsgeschichte,person,institution,PositionAn
362,Rechts- und Staatswissenschaften,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Rechts- und Staatswissenschaften,person,institution,PositionAn
363,"Rechts- und Staatswissenschaften, Strafrecht und Strafprozess",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> Rechts- und Staatswissenschaften, Strafrecht und Strafprozess",person,institution,PositionAn
364,Rechtswissenschaft,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Rechtswissenschaft,person,institution,PositionAn
365,romanische Philologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> romanische Philologie,person,institution,PositionAn
366,romanische Sprachen und Literatur,,person institution relation,hat Position inne >> o. Univ.-Prof. >> romanische Sprachen und Literatur,person,institution,PositionAn
367,römische Altertumskunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> römische Altertumskunde,person,institution,PositionAn
368,römische Altertumswissenschaft und Epigraphik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> römische Altertumswissenschaft und Epigraphik,person,institution,PositionAn
369,römisches Recht,,person institution relation,hat Position inne >> o. Univ.-Prof. >> römisches Recht,person,institution,PositionAn
370,römisches Recht und antike Rechtsgeschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> römisches Recht und antike Rechtsgeschichte,person,institution,PositionAn
371,römisches Recht und deutsches bürgerliches Recht,,person institution relation,hat Position inne >> o. Univ.-Prof. >> römisches Recht und deutsches bürgerliches Recht,person,institution,PositionAn
372,"römisches Recht, antike Rechtsgeschichte und Papyrologie",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> römisches Recht, antike Rechtsgeschichte und Papyrologie",person,institution,PositionAn
