id,name,name_reverse,class,label,subject_class,object_class,new_class
373,"römisches Recht, antike Rechtsgeschichte, bürgerliches und Wirtschaftsrecht",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> römisches Recht, antike Rechtsgeschichte, bürgerliches und Wirtschaftsrecht",person,institution,PositionAn
374,römisches und bürgerliches Recht,,person institution relation,hat Position inne >> o. Univ.-Prof. >> römisches und bürgerliches Recht,person,institution,PositionAn
375,"römisches und bürgerliches Recht, antike Rechtsgeschichte und Papyrologie",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> römisches und bürgerliches Recht, antike Rechtsgeschichte und Papyrologie",person,institution,PositionAn
376,römisches und kanonisches Recht,,person institution relation,hat Position inne >> o. Univ.-Prof. >> römisches und kanonisches Recht,person,institution,PositionAn
377,Sanskrit,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Sanskrit,person,institution,PositionAn
378,Sanskrit und vergleichende Sprachwissenschaft,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Sanskrit und vergleichende Sprachwissenschaft,person,institution,PositionAn
379,semitische Philologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> semitische Philologie,person,institution,PositionAn
380,semitische Sprachen,,person institution relation,hat Position inne >> o. Univ.-Prof. >> semitische Sprachen,person,institution,PositionAn
381,"semitische Sprachwissenschaft, Literaturgeschichte und Volkskunde",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> semitische Sprachwissenschaft, Literaturgeschichte und Volkskunde",person,institution,PositionAn
382,Semitistik und Kulturgeschichte des Vorderen Orients,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Semitistik und Kulturgeschichte des Vorderen Orients,person,institution,PositionAn
383,slawische Geschichte und Altertumskunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> slawische Geschichte und Altertumskunde,person,institution,PositionAn
384,slawische Philologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> slawische Philologie,person,institution,PositionAn
385,slawische Philologie und Altertumskunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> slawische Philologie und Altertumskunde,person,institution,PositionAn
386,slawische Philologie und Literatur,,person institution relation,hat Position inne >> o. Univ.-Prof. >> slawische Philologie und Literatur,person,institution,PositionAn
387,Sprache und Literatur,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Sprache und Literatur,person,institution,PositionAn
388,Staats- und Verwaltungsrecht,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Staats- und Verwaltungsrecht,person,institution,PositionAn
389,"Staatslehre und österreichisches Verfassungsrecht, Verwaltungsrecht und österreichisches Verwaltungsrecht",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> Staatslehre und österreichisches Verfassungsrecht, Verwaltungsrecht und österreichisches Verwaltungsrecht",person,institution,PositionAn
390,Staatsrecht,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Staatsrecht,person,institution,PositionAn
391,Staatsrecht und Verwaltungsrecht,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Staatsrecht und Verwaltungsrecht,person,institution,PositionAn
392,Staatswissenschaften,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Staatswissenschaften,person,institution,PositionAn
393,Statistik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Statistik,person,institution,PositionAn
394,Statistik und österreichische Finanzgesetzkunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Statistik und österreichische Finanzgesetzkunde,person,institution,PositionAn
395,Strafrecht und Strafprozess,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Strafrecht und Strafprozess,person,institution,PositionAn
396,"Strafrecht, Strafprozessrecht und der Rechtsphilosophie",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> Strafrecht, Strafprozessrecht und der Rechtsphilosophie",person,institution,PositionAn
397,"Straßen-, Eisenbahn- und Tunnelbau",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> Straßen-, Eisenbahn- und Tunnelbau",person,institution,PositionAn
398,systematische Botanik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> systematische Botanik,person,institution,PositionAn
399,technische Kernphysik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> technische Kernphysik,person,institution,PositionAn
400,technische Mechanik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> technische Mechanik,person,institution,PositionAn
401,Theaterwissenschaft,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Theaterwissenschaft,person,institution,PositionAn
402,theoretische Astronomie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> theoretische Astronomie,person,institution,PositionAn
403,theoretische Physik,,person institution relation,hat Position inne >> o. Univ.-Prof. >> theoretische Physik,person,institution,PositionAn
404,Tierzucht und Vererbungslehre,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Tierzucht und Vererbungslehre,person,institution,PositionAn
405,Urgeschichte,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Urgeschichte,person,institution,PositionAn
406,Verbrennungskraftmaschinen,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Verbrennungskraftmaschinen,person,institution,PositionAn
407,vergleichende Sprachenkunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> vergleichende Sprachenkunde,person,institution,PositionAn
408,vergleichende Sprachwissenschaft,,person institution relation,hat Position inne >> o. Univ.-Prof. >> vergleichende Sprachwissenschaft,person,institution,PositionAn
409,Völkerkunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Völkerkunde,person,institution,PositionAn
410,Völkerrecht und Rechtsphilosophie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Völkerrecht und Rechtsphilosophie,person,institution,PositionAn
411,"Völkerrecht, Rechtsphilosophie und internationales Privatrecht",,person institution relation,"hat Position inne >> o. Univ.-Prof. >> Völkerrecht, Rechtsphilosophie und internationales Privatrecht",person,institution,PositionAn
412,Volkskunde,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Volkskunde,person,institution,PositionAn
413,Wasserbau,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Wasserbau,person,institution,PositionAn
414,zivilgerichtliche Verfahren und allgemeine Verfahrenslehre,,person institution relation,hat Position inne >> o. Univ.-Prof. >> zivilgerichtliche Verfahren und allgemeine Verfahrenslehre,person,institution,PositionAn
415,Zoologie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Zoologie,person,institution,PositionAn
416,Zoologie und vergleichende Anatomie,,person institution relation,hat Position inne >> o. Univ.-Prof. >> Zoologie und vergleichende Anatomie,person,institution,PositionAn
417,ägyptische Altertumskunde,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> ägyptische Altertumskunde,person,institution,PositionAn
418,Ägyptologie,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> Ägyptologie,person,institution,PositionAn
419,Ägyptologie und Afrikanistik,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> Ägyptologie und Afrikanistik,person,institution,PositionAn
420,allgemeine Chemie,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> allgemeine Chemie,person,institution,PositionAn
421,allgemeine Geschichte,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> allgemeine Geschichte,person,institution,PositionAn
422,allgemeine Mechanik,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> allgemeine Mechanik,person,institution,PositionAn
423,allgemeine neuere Geschichte,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> allgemeine neuere Geschichte,person,institution,PositionAn
424,"allgemeine Staatslehre und österreichisches Staatsrecht, Verwaltungslehre und österreichisches Verwaltungsrecht",,person institution relation,"hat Position inne >> ao. Univ.-Prof. >> allgemeine Staatslehre und österreichisches Staatsrecht, Verwaltungslehre und österreichisches Verwaltungsrecht",person,institution,PositionAn
425,allgemeine und experimentelle Pathologie,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> allgemeine und experimentelle Pathologie,person,institution,PositionAn
426,allgemeine und indogermanische Sprachwissenschaft,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> allgemeine und indogermanische Sprachwissenschaft,person,institution,PositionAn
427,allgemeine und österreichische Geschichte,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> allgemeine und österreichische Geschichte,person,institution,PositionAn
428,allgemeine und pharmazeutische Chemie,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> allgemeine und pharmazeutische Chemie,person,institution,PositionAn
429,allgemeine und spezielle Tierzucht- und Fütterungslehre,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> allgemeine und spezielle Tierzucht- und Fütterungslehre,person,institution,PositionAn
430,allgemeine und technische Chemie,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> allgemeine und technische Chemie,person,institution,PositionAn
431,allgemeine und vergleichende indogermanische Sprachwissenschaft,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> allgemeine und vergleichende indogermanische Sprachwissenschaft,person,institution,PositionAn
432,allgemeine Weltgeschichte und österreichische Staatengeschichte,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> allgemeine Weltgeschichte und österreichische Staatengeschichte,person,institution,PositionAn
433,allgemeine Zoologie und Parasitenkunde,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> allgemeine Zoologie und Parasitenkunde,person,institution,PositionAn
434,alte Geschichte,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> alte Geschichte,person,institution,PositionAn
435,alte Geschichte und Epigraphik,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> alte Geschichte und Epigraphik,person,institution,PositionAn
436,"alte Geschichte, Altertumskunde und Epigraphik",,person institution relation,"hat Position inne >> ao. Univ.-Prof. >> alte Geschichte, Altertumskunde und Epigraphik",person,institution,PositionAn
437,ältere deutsche Sprache und Literatur,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> ältere deutsche Sprache und Literatur,person,institution,PositionAn
438,altindische Philologie und Altertumskunde,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> altindische Philologie und Altertumskunde,person,institution,PositionAn
439,altsemitische Philologie und orientalische Archäologie,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> altsemitische Philologie und orientalische Archäologie,person,institution,PositionAn
440,analytische Chemie,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> analytische Chemie,person,institution,PositionAn
441,Anatomie,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> Anatomie,person,institution,PositionAn
442,Anatomie und Embryologie,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> Anatomie und Embryologie,person,institution,PositionAn
443,Anatomie und Physiologie der Pflanzen,,person institution relation,hat Position inne >> ao. Univ.-Prof. >> Anatomie und Physiologie der Pflanzen,person,institution,PositionAn
